Wind,000905.SH,000905.SH,000905.SH,000905.SH,000905.SH
,中证500,中证500,中证500,中证500,中证500
日期,开盘价,最高价,最低价,收盘价,成交量
41017,3637.549,3717.54,3632.674,3714.02,4425445000
41018,3712.529,3728.865,3684.855,3704.705,4036202200
41019,3696.658,3743.485,3684.227,3736.365,4583035900
41022,3731.549,3739.15,3673.311,3691.574,5316741000
41023,3658.615,3709.368,3557.784,3666.395,5573181400
41024,3654.749,3728.551,3645.066,3718.911,6291045400
41025,3720.742,3729.907,3683.434,3700.028,5345881700
41026,3690.159,3699.098,3659.111,3664.638,3884701500
41031,3707.816,3735.896,3674.957,3718.259,4765640400
41032,3707.505,3735.325,3701.195,3733.816,4161311800
41033,3730.723,3761.974,3713.988,3758.004,4067145100
41036,3741.663,3784.57,3733.838,3784.556,4231275700
41037,3783.083,3798.054,3752.388,3783.472,4079656300
41038,3759.39,3759.39,3716.134,3717.47,3933110600
41039,3713.402,3744.518,3713.308,3731.131,3239118000
41040,3727.587,3753.815,3715.061,3715.385,3236015900
41043,3745.829,3760.884,3706.158,3710.097,3797367600
41044,3679.341,3705.897,3652.874,3705.883,3311038200
41045,3696.613,3707.81,3660.031,3660.312,3259432600
41046,3656.825,3716.707,3643.788,3714.186,3667487000
41047,3691.643,3710.412,3645.909,3655.858,3775156800
41050,3650.923,3676.97,3616.909,3653.546,3149620100
41051,3666.136,3711.055,3666.136,3711.055,3453119000
41052,3702.814,3723.189,3670.029,3708.919,4001372500
41053,3697.916,3720.438,3668.275,3678.093,3748289500
41054,3675.51,3683.63,3622.097,3635.516,3569443600
41057,3622.129,3687.516,3568.031,3687.455,4196548400
41058,3686.575,3748.442,3683.519,3745.678,4761059300
41059,3739.039,3764.638,3734.246,3752.219,3961972000
41060,3732.467,3775.373,3722.039,3753.593,3678437800
41061,3752.019,3769.516,3725.282,3744.437,3495140000
41064,3684.037,3707.314,3621.808,3621.808,3714006400
41065,3625.142,3646.507,3603.374,3617.614,2779218400
41066,3621.636,3638.564,3585.527,3600.163,2540549900
41067,3635.572,3647.282,3572.494,3581.137,2562953700
41068,3615.112,3618.775,3557.04,3564.158,2618253900
41071,3565.335,3630.958,3554.188,3630.314,2678314300
41072,3611.92,3628.239,3594.614,3608.391,2531887500
41073,3615.712,3674.875,3610.636,3674.875,3170999200
41074,3669.036,3693.904,3650.031,3652.705,3056998800
41075,3657.788,3674.449,3604.09,3648.994,2782101800
41078,3663.138,3691.926,3662.224,3684.727,2620301000
41079,3681.684,3685.93,3652.972,3657.958,3013596800
41080,3663.986,3671.408,3630.176,3636.09,2577804300
41081,3628.216,3628.216,3569.486,3590.837,2467284800
41085,3576.366,3576.366,3491.857,3493.116,2448152900
41086,3474.164,3500.76,3433.565,3489.972,2463238100
41087,3486.515,3518.752,3474.769,3476.403,2323327400
41088,3484.227,3495.846,3427.657,3427.819,2464760900
41089,3413.329,3471.704,3392.751,3470.965,2525431800
41092,3491.753,3528.122,3484.144,3509.503,2618734100
41093,3507.63,3542.511,3498.073,3515.778,2810215600
41094,3519.508,3525.16,3484.841,3497.748,2323478000
41095,3486.809,3486.809,3407.598,3418.202,2497651600
41096,3436.306,3487.672,3397.871,3486.546,2965821300
41099,3464.018,3478.118,3398.517,3398.805,2926749800
41100,3386.629,3400.637,3351.556,3365.665,2322305200
41101,3358.562,3404.594,3352.528,3404.104,2125446700
41102,3398.62,3462.215,3381.83,3450.302,3171109700
41103,3435.173,3463.217,3422.335,3435.084,2431207100
41106,3434.508,3434.596,3308.644,3311.089,2914620200
41107,3297.152,3335.532,3282.225,3334.286,2312236000
41108,3328.123,3352.966,3276.317,3352.848,2770680500
41109,3343.238,3414.227,3335.332,3392.656,3319639800
41110,3382.823,3407.406,3362.377,3369.913,2747115200
41113,3347.87,3357.243,3310.8,3337.856,2317311100
41114,3317.219,3381.349,3310.948,3361.09,2194170400
41115,3350.903,3365.205,3324.537,3332.085,2280355100
41116,3329.011,3357.787,3301.665,3302.336,2336815200
41117,3312.38,3323,3269.225,3283.592,2056679500
41120,3280.104,3294.648,3205.762,3217.452,2127069000
41121,3211.103,3214.171,3152.417,3159.192,2037841200
41122,3152.73,3232.972,3152.314,3216.184,1989089300
41123,3212.048,3231.83,3178.997,3195.863,2052931000
41124,3203.114,3259.856,3193.683,3259.856,2185689100
41127,3250.785,3338.623,3244.981,3337.267,3005128800
41128,3336.22,3368.526,3331.503,3368.252,3401231900
41129,3363.757,3374.079,3335.966,3356.485,3030069400
41130,3351.448,3405.252,3335.133,3405.058,3363178200
41131,3400.933,3405.049,3378.536,3395.849,3112478200
41134,3386.033,3386.033,3317.044,3318.1,2773714300
41135,3312.81,3349.822,3263.495,3349.585,2708519700
41136,3340.876,3344.104,3308.489,3310.839,2116013800
41137,3301.74,3316.96,3278.542,3286.828,1765989000
41138,3283.258,3293.25,3252.795,3286.778,1669188100
41141,3270.986,3296.363,3247.576,3289.439,1686018800
41142,3287.734,3347.281,3284.058,3335.753,2279759200
41143,3338.08,3338.736,3292.429,3306.111,2191730300
41144,3303.697,3329.978,3289.553,3327.99,2204294500
41145,3318.853,3321.916,3265.598,3265.749,2363720100
41148,3250.693,3250.693,3184.105,3184.331,2199036100
41149,3179.775,3221.883,3173.754,3200.993,2048633400
41150,3197.343,3221.231,3179.54,3179.54,2089503100
41151,3174.305,3188.763,3083.369,3129.495,2606989200
41152,3122.528,3148.506,3115.622,3139.5,1776718300
41155,3135.23,3203.846,3131.16,3200.306,2258340800
41156,3202.488,3209.879,3160.698,3164.826,2110312400
41157,3158.013,3193.765,3150.789,3181.8,2095168100
41158,3187.11,3218.282,3187.11,3217.936,2177679600
41159,3240.652,3365.658,3240.652,3334.66,5034968600
41162,3343.806,3376.774,3330.935,3363.605,4271761800
41163,3352.624,3352.624,3324.494,3350.088,3345373900
41164,3360.26,3376.326,3339.712,3376.122,3379621100
41165,3374.785,3385.721,3329.299,3329.299,3393824200
41166,3356.238,3369.767,3308.007,3338.038,3491545500
41169,3334.707,3334.991,3237.704,3237.704,2940163900
41170,3222.978,3247.669,3210.094,3224.259,2063993200
41171,3227.359,3257.016,3224.075,3255.866,1963177200
41172,3253.531,3253.531,3160.676,3161.763,2679414900
41173,3153.605,3181.268,3137.393,3143.71,2375236500
41176,3129.536,3177.33,3107.367,3167.161,2212356000
41177,3159.127,3179.374,3137.838,3144.408,1973587500
41178,3138.799,3149.026,3067.381,3071.989,2086043600
41179,3065.584,3159.071,3062.696,3141.082,2694562200
41180,3129.767,3200.079,3121.578,3199.752,2669240400
41190,3198.879,3214.147,3167.677,3183.365,1948532600
41191,3185.21,3265.636,3185.21,3265.617,2987819600
41192,3257.448,3296.923,3248.827,3296.923,3329178800
41193,3288.052,3296.723,3247.596,3248.045,2919182000
41194,3256.97,3282.91,3210.602,3240.399,2821382700
41197,3237.289,3238.422,3193.991,3223.189,2353987700
41198,3219.419,3256.482,3211.304,3233.229,2248972100
41199,3237.636,3249.392,3205.533,3240.778,2249942900
41200,3241.268,3301.135,3241.143,3294.835,3460112300
41201,3292.953,3305.532,3279.248,3285.445,2797590800
41204,3269.038,3301.365,3260.165,3298.488,2452734300
41205,3298.446,3303.236,3255.493,3259.067,2895234600
41206,3242.875,3273.378,3237.741,3257.921,2963966800
41207,3257.725,3282.087,3222.483,3226.172,3336196300
41208,3221.068,3225.397,3142.278,3163.295,2971747800
41211,3158.111,3172.542,3141.355,3158.943,2072766000
41212,3156.74,3189.529,3154.165,3160.687,2260873700
41213,3159.217,3168.281,3141.139,3168.097,2097767600
41214,3169.795,3235.011,3169.795,3228.19,3313639600
41215,3229.955,3251.774,3217.078,3249.552,3313902500
41218,3244.303,3258.988,3226.503,3235.352,2911741700
41219,3233.423,3234.982,3170.624,3213.26,2970741400
41220,3210.845,3223.59,3192.658,3209.141,2447433600
41221,3183.079,3189.465,3129.388,3129.568,2760887800
41222,3123.086,3139.676,3103.845,3116.978,2029019900
41225,3118.108,3139.378,3108.547,3136.308,2140750000
41226,3136.954,3136.954,3066.634,3072.121,2294675400
41227,3069.382,3084.382,3048.24,3081.254,1965778800
41228,3066.894,3080.688,3025.297,3026.844,2026209200
41229,3021.295,3021.788,2987.695,3009.153,1892387300
41232,3007.681,3016.478,2974.139,3016.159,1672378300
41233,3023.076,3031.286,3003.128,3004.183,1633255000
41234,3000.937,3035.282,2963.865,3035.282,2066991500
41235,3021.305,3021.305,2989.378,2995.093,1712528800
41236,2993.168,3019.794,2990.064,3005.459,1710780900
41239,3004.171,3006.787,2966.875,2970.323,1477589100
41240,2960.614,2960.614,2862.471,2864.169,2073907800
41241,2854.077,2854.077,2791.294,2800.537,1830114800
41242,2799.959,2822.332,2768.353,2774.176,1754478700
41243,2773.233,2818.042,2765.793,2816.624,1898035700
41246,2816.303,2829.835,2746.491,2749.134,2111501600
41247,2739.499,2786.13,2704.373,2783.412,2274039500
41248,2775.411,2904.653,2767.051,2886.186,3798793300
41249,2884.807,2902.072,2866.885,2884.348,2838703100
41250,2883.164,2954.689,2875.84,2950.193,3919363000
41253,2950.998,3004.542,2942.492,3002.231,4045053100
41254,2993.379,3014.066,2978.739,2982.027,3511946900
41255,2978.718,2997.923,2952.386,2982.885,2738800700
41256,2976.576,2989.151,2941.552,2943.276,2677707800
41257,2939.31,3069.061,2939.148,3066.231,5254033700
41260,3073.923,3098.605,3063.486,3091.875,5260639300
41261,3087.318,3124.564,3067.862,3086.584,4699305600
41262,3082.379,3109.937,3074.949,3099.092,3687618300
41263,3092.925,3111.195,3063.324,3108.86,3691136700
41264,3110.817,3144.261,3089.086,3101.074,3914126000
41267,3093.973,3120.73,3090.415,3117.698,2908388500
41268,3110.969,3197.717,3102.609,3189.088,5286285200
41269,3187.199,3228.802,3183.953,3228.675,4680000200
41270,3232.789,3244.944,3198.91,3199.481,4722372400
41271,3195.204,3235.587,3187.094,3235.195,4131623000
41274,3242.961,3275.86,3236.633,3275.86,4741584600
41278,3297.043,3304.759,3226.949,3258.251,4617085400
41281,3253.674,3288.653,3245.463,3288.369,4273112200
41282,3288.125,3331.667,3270.765,3327.04,5196382700
41283,3321.765,3359.075,3303.799,3334.987,5092739600
41284,3335.088,3368.005,3329.927,3356.35,4790195800
41285,3357.47,3360.413,3262.831,3271.179,5130053400
41288,3264.152,3387.5,3262.575,3384.745,5675323000
41289,3390.329,3463.263,3389.783,3450.682,6936897000
41290,3448.278,3462.587,3393.714,3450.56,6290848200
41291,3444.468,3452.374,3399.663,3408.022,4741554100
41292,3416.449,3466.534,3406.604,3464.645,5111861100
41295,3475.198,3492.217,3458.873,3491.122,5378953200
41296,3487.571,3487.571,3409.843,3435.434,5347412200
41297,3422.768,3451.259,3393.047,3441.745,4335737300
41298,3442.618,3473.978,3344.981,3369.732,5717497000
41299,3363.429,3382.767,3346.236,3364.061,3709918600
41302,3362.474,3449.95,3362.216,3449.794,4542212100
41303,3451.663,3489.858,3447.821,3482.519,4928037500
41304,3482.567,3502.719,3462.368,3500.578,5421893000
41305,3497.28,3499.148,3463.202,3479.638,4859125200
41306,3471.269,3507.833,3462.676,3507.709,4792548700
41309,3517.461,3524.041,3467.018,3484.362,5593744600
41310,3466.591,3520.985,3457.429,3520.646,4771113300
41311,3521.66,3555.94,3521.642,3544.385,4230870500
41312,3539.475,3565.381,3526.032,3557.667,3870483400
41313,3554.149,3618.84,3553.796,3608.589,3792830300
41323,3625.034,3639.364,3604.013,3627.776,4509927800
41324,3624.94,3630.653,3546.723,3561.357,4842099100
41325,3555.594,3635.375,3553.489,3635.375,4425230800
41326,3612.72,3612.72,3531.13,3560.317,5441162500
41327,3552.669,3587.713,3543.022,3548.358,4158543800
41330,3551.597,3595.6,3551.37,3587.587,3767710200
41331,3573.954,3600.46,3532.271,3533.204,4338675800
41332,3538.937,3568.685,3506.762,3535.896,3823497400
41333,3544.064,3608.199,3531.895,3608.199,4606208900
41334,3608.618,3648.688,3603.978,3648.422,5017328200
41337,3614.558,3614.558,3496.049,3518.717,6458809000
41338,3516.526,3598.013,3507.03,3597.922,5038021500
41339,3605.363,3654.108,3605.363,3653.934,5824637900
41340,3648.28,3651.741,3575.976,3609.64,5494145600
41341,3608.896,3626.92,3564.225,3570.38,3964923800
41344,3568.622,3588.705,3543.765,3571.105,3273366500
41345,3570.469,3589.72,3438.191,3481.175,4406928500
41346,3473.265,3477.098,3413.179,3449.35,3141551100
41347,3443.776,3482.369,3440.023,3464.854,2775663100
41348,3466.892,3525.532,3431.573,3471.214,3800305700
41351,3461.873,3477.929,3423.52,3427.12,3615736500
41352,3421.737,3442.056,3378.912,3438.072,3463203400
41353,3436.845,3527.83,3432.582,3527.772,4530861900
41354,3527.762,3575.837,3522.143,3565.02,4850444100
41355,3561.122,3586.092,3549.074,3579.92,4281136800
41358,3581.311,3590.815,3550.185,3568.523,3978482600
41359,3556.3,3557.791,3504.566,3543.812,3813555100
41360,3541.376,3579.391,3528.309,3552.257,3689400200
41361,3526.539,3526.539,3448.665,3448.977,4125274100
41362,3449.277,3470.481,3434.569,3447.285,3155551800
41365,3449.54,3489.143,3448.289,3470.96,3295382300
41366,3471.691,3504.278,3419.738,3428.5,3786367600
41367,3429.887,3438.586,3382.225,3397.232,3672102000
41372,3354.444,3411.375,3315.332,3411.13,3622082800
41373,3411.404,3449.924,3411.404,3444.371,3418339600
41374,3444.459,3455.693,3410.029,3437.267,3555170800
41375,3442.932,3453.531,3420.758,3423.217,3192556800
41376,3418.296,3434.666,3391.013,3394.517,2929498800
41379,3382,3382,3336.415,3346.851,2930810700
41380,3313.508,3383.314,3302.244,3383.081,2989388900
41381,3381.606,3412.521,3373.025,3412.416,2879345800
41382,3396.014,3434.045,3383.965,3423.012,3234672700
41383,3423.443,3498.572,3422.971,3495.242,4333789100
41386,3478.044,3511.715,3475.863,3511.624,4380969500
41387,3509.196,3509.743,3412.212,3416.449,4361645100
41388,3417.401,3489.524,3411.815,3484.568,4244921200
41389,3473.015,3494.535,3431.149,3431.401,4883644300
41390,3427.146,3438.318,3360.745,3367.766,3740291100
41396,3354.472,3386.279,3345.441,3383.398,2943853500
41397,3391.218,3459.981,3391.218,3448.64,3724433800
41400,3456.283,3516.872,3456.283,3514.457,4424931400
41401,3511.214,3531.548,3495.801,3521.477,4120139600
41402,3524.787,3554.149,3517.942,3553.848,4230729500
41403,3551.899,3557.019,3517.594,3555.769,4930172500
41404,3550.026,3577.327,3536.172,3577.327,4466670800
41407,3577.295,3591.091,3565.487,3590.758,3946578000
41408,3586.324,3586.324,3524.577,3549.303,3808365800
41409,3549.745,3597.236,3548.548,3597.106,3648741800
41410,3594.3,3647.485,3578.094,3635.755,5239356700
41411,3632.612,3695.244,3631.259,3691.399,5939850400
41414,3700.09,3740.583,3686.757,3737.748,6679882500
41415,3733.673,3787.103,3727.667,3787.059,6769011700
41416,3782.969,3795.168,3740.224,3755.874,6531327200
41417,3740.439,3783.972,3716.291,3724.229,5781309600
41418,3723.621,3782.17,3723.621,3782.071,5023893800
41421,3784.468,3820.587,3782.266,3820.427,5552935700
41422,3820.243,3829.972,3770.65,3827.782,6007156800
41423,3830.224,3858.924,3828.286,3856.319,5831909600
41424,3843.162,3872.26,3835.222,3865.134,5445480900
41425,3867.59,3884.675,3840.699,3841.218,5506793500
41428,3836.767,3855.788,3803.363,3814.51,4838775300
41429,3809.555,3811.653,3707.561,3739.724,4924970600
41430,3733.948,3759.519,3718.123,3755.148,3661617300
41431,3742.504,3742.504,3686.253,3688.736,3881376400
41432,3690.957,3701.221,3593.968,3616.21,4070865200
41438,3573.896,3573.896,3446.25,3515.05,3724168200
41439,3519.368,3591.248,3519.326,3584.978,3464384000
41442,3593.51,3620.954,3565.277,3593.371,3564597000
41443,3594.904,3613.026,3557.456,3605.758,3133290800
41444,3588.766,3588.766,3525.448,3583.298,3289541700
41445,3562.128,3566.361,3463.133,3465.004,3302402600
41446,3401.471,3464.592,3347.757,3446.483,3228984000
41449,3439.866,3439.866,3200.67,3232.962,4053654100
41450,3202.659,3243.401,2981.691,3219.134,5155439200
41451,3222.68,3285.818,3200.158,3285.818,3990058900
41452,3293.078,3339.86,3231.146,3233.222,4496869100
41453,3212.254,3292.91,3176.242,3235.978,3864059600
41456,3226.624,3304.591,3210.662,3304.591,3532662900
41457,3304.987,3359.123,3295.327,3359.053,4038507400
41458,3346.107,3372.631,3288.019,3364.184,4431065700
41459,3342.011,3427.378,3325.268,3390.488,4693895500
41460,3392.584,3427.984,3371.315,3371.529,4395283200
41463,3322.135,3322.135,3240.105,3240.477,3995247000
41464,3231.699,3263.391,3210.731,3259.911,3009463500
41465,3259.845,3361.395,3257.904,3361.395,4186412600
41466,3364.841,3484.787,3364.229,3455.884,6332352100
41467,3453.441,3490.497,3424.277,3425.135,5180821300
41470,3432.257,3493.721,3431.497,3493.441,4658588700
41471,3496.728,3536.313,3474.361,3536.313,4931472400
41472,3529.714,3552.368,3474.363,3485.074,5004677800
41473,3476.181,3505.185,3445.326,3481.201,4598343600
41474,3479.531,3510.11,3394.306,3394.306,5098659500
41477,3374.572,3461.699,3359.386,3461.281,4199297200
41478,3470.598,3545.054,3470.598,3544.966,5354383300
41479,3536.155,3575.004,3500.079,3566.282,5654974300
41480,3561.507,3572.547,3496.311,3498.242,5086679000
41481,3486.957,3520.493,3449.607,3494.159,3935843200
41484,3477.264,3484.639,3423.772,3426.593,3919105400
41485,3426.956,3449.539,3349.551,3411.219,3659272800
41486,3428.134,3462.095,3418.715,3430.743,3582566100
41487,3435.084,3521.156,3429.716,3521.152,4422596400
41488,3535.887,3563.186,3528.641,3533.609,4726402100
41491,3531.652,3592.872,3528.85,3592.538,4172185000
41492,3589.52,3638.705,3581.526,3631.124,4979607000
41493,3628.004,3644.212,3589.339,3596.318,5261651700
41494,3589.162,3627.247,3577.58,3605.85,4244996800
41495,3611.776,3637.908,3570.78,3618.744,4435769100
41498,3629.509,3676.197,3628.945,3676.195,5649268700
41499,3677.115,3695.56,3669.491,3695.552,5264948300
41500,3694.68,3706.771,3662.041,3681.082,5298329000
41501,3674.653,3686.261,3629.337,3631.321,4373973600
41502,3611.284,3688.689,3550.818,3554.348,5363560100
41505,3528.908,3609.167,3522.152,3609.028,3846959400
41506,3606.614,3634.048,3580.194,3599.637,4315981900
41507,3596.933,3627.914,3577.818,3627.501,4261988400
41508,3621.886,3650.114,3615.706,3636.469,4613253500
41509,3644.676,3654.729,3560.133,3627.97,5483723100
41512,3629.357,3703.794,3627.311,3703.593,5352258900
41513,3702.582,3732.219,3691.161,3732.098,5746790700
41514,3707.533,3740.129,3680.496,3703.92,7020592900
41515,3703.046,3715.846,3679.08,3701.083,6293668600
41516,3702.847,3727.3,3645.362,3664.148,7706919600
41519,3674.684,3695.087,3633.461,3689.959,6286094400
41520,3685.337,3745.235,3680.147,3744.871,5962664600
41521,3747.227,3766.414,3734.778,3755.239,6236384800
41522,3749.938,3776.004,3741.457,3762.569,6068110500
41523,3758.905,3799.071,3754.64,3792.832,6060311700
41526,3799.451,3835.48,3793.114,3831.927,7293221900
41527,3836.471,3871.187,3832.32,3870.923,8106345200
41528,3876.586,3876.773,3814.277,3834.258,8802626600
41529,3824.754,3857.518,3815.741,3845.068,6727343900
41530,3846.452,3858.426,3825.178,3849.82,6486534300
41533,3852.362,3870.727,3836.406,3854.207,5568231100
41534,3851.657,3851.657,3785.23,3786.292,5755855300
41535,3780.702,3823.012,3776.703,3822.123,4446441000
41540,3830.947,3899.86,3830.947,3899.625,5652713900
41541,3897.409,3915.983,3864.44,3903.518,6507975400
41542,3899.612,3930.602,3881.599,3889.221,7019162200
41543,3879.476,3883.392,3806.641,3808.216,5902757300
41544,3805.497,3841.544,3802.901,3822.758,4354926600
41547,3834.17,3873.493,3834.012,3872.893,3945458200
41555,3875.522,3938.068,3866.677,3938.068,5513437900
41556,3928.399,3981.446,3915.73,3981.058,6021401200
41557,3990.779,4000.486,3947.841,3959.63,6980745400
41558,3975.109,4027.32,3975.109,4026.916,7201558200
41561,4034.189,4069.783,4024.591,4068.32,7469228800
41562,4074.827,4080.107,4043.793,4074.083,7567178200
41563,4063.823,4063.823,3941.589,3963.212,7783795200
41564,3980.466,4010.622,3944.974,3956.965,6631917800
41565,3954.585,3978.342,3937.24,3970.641,5077960100
41568,3977.261,4069.224,3968.393,4069.033,6605729100
41569,4070.665,4089.096,4014.265,4026.516,7364594300
41570,4026.563,4039.425,3906.509,3924.219,6770842100
41571,3914.239,3933.73,3889.338,3898.156,4494228200
41572,3902.226,3916.924,3796.069,3821.779,4990523700
41575,3820.674,3828.723,3785.912,3808.703,3956984300
41576,3801.934,3827.119,3600.434,3703.86,5573976200
41577,3694.312,3764.599,3688.386,3764.453,4154928200
41578,3757.806,3757.806,3710.69,3713.829,4178754400
41579,3698.469,3720.436,3661.736,3702.445,3338735700
41582,3705.449,3744.588,3705.432,3728.188,3285215200
41583,3719.944,3777.626,3688.213,3777.404,3949816500
41584,3768.732,3799.825,3737.106,3737.106,4509725200
41585,3722.241,3734.863,3677.534,3685.04,3481496300
41586,3670.352,3678.228,3618.926,3629.94,3494673000
41589,3626.187,3659.655,3600.085,3645.84,2735750000
41590,3645.373,3681.071,3634.868,3680.536,3005498100
41591,3677.353,3677.353,3611.76,3611.76,3295728600
41592,3602.852,3660.041,3575.837,3659.83,3310775900
41593,3661.282,3766.359,3661.282,3736.452,4882691000
41596,3759.124,3828.016,3755.499,3827.882,5626400600
41597,3830.45,3851.567,3814.523,3840.365,5088261100
41598,3842.25,3878.704,3827.384,3878.584,4858289500
41599,3865.569,3878.236,3838.541,3865.41,5398687300
41600,3868.497,3880.717,3835.918,3842.756,4902397900
41603,3834.808,3874.098,3824.647,3839.602,4643488800
41604,3837.873,3855.966,3822.133,3845.676,4295441500
41605,3843.651,3890.051,3837.139,3889.755,4722105800
41606,3897.255,3945.534,3895.11,3922.666,5544796400
41607,3924.416,3947.914,3919.725,3946.383,4847324600
41610,3870.029,3905.679,3737.318,3770.865,6678309100
41611,3755.186,3861.158,3750.962,3859.955,4694205800
41612,3856.349,3959.107,3852.475,3932.998,6414188300
41613,3931.142,3944.702,3911.266,3928.724,4952427600
41614,3924.642,3941.538,3906.799,3918.783,4282279000
41617,3928.164,3948.059,3924.813,3947.704,4010473800
41618,3948.571,3965.163,3930.002,3950.486,4588425400
41619,3941.904,3941.904,3878.327,3906.78,4618804700
41620,3903.448,3943.028,3900.953,3916.962,3909067400
41621,3901.988,3932.887,3886.969,3925.434,3589454900
41624,3929.377,3932.598,3854.468,3857.715,4104767600
41625,3854.785,3867.778,3824.972,3834.027,3187531100
41626,3836.023,3855.359,3819.069,3834.045,2698321600
41627,3840.28,3859.217,3793.398,3795.023,2818348800
41628,3792.676,3807.552,3736.399,3747.002,2920045600
41631,3745.941,3757.388,3687.397,3742.738,2669013100
41632,3746.646,3799.769,3738.765,3768.703,2861014800
41633,3766.201,3808.46,3756.713,3808.453,2695198800
41634,3809.503,3809.503,3741.609,3743.132,3311604800
41635,3737.645,3809.467,3734.654,3800.774,3221514200
41638,3815.682,3828.968,3803.793,3813.003,3165404000
41639,3805.696,3829.802,3789.817,3829.096,2927606200
41641,3823.316,3848.253,3813.806,3847.879,3080026000
41642,3841.219,3843.36,3802.992,3816.316,3481756100
41645,3806.585,3806.585,3709.909,3710.898,3451186600
41646,3699.901,3740.717,3688.421,3733.662,2720862100
41647,3735.503,3768.503,3726.114,3738.205,3194344100
41648,3732.861,3768.618,3693.64,3696.023,3335413500
41649,3685.019,3689.187,3619.679,3628.634,3139330300
41652,3628.533,3657.686,3588.742,3612.02,2784241500
41653,3610.638,3683.534,3601.993,3683.534,2856510400
41654,3681.042,3708.542,3675.635,3708.142,2947919300
41655,3709.383,3738.083,3703.191,3714.314,2958331200
41656,3704.356,3704.96,3669.587,3671.915,2532529300
41659,3666.303,3680.01,3627.65,3644.125,2380574700
41660,3645.344,3700.594,3645.344,3700.108,2849780400
41661,3707.082,3799.057,3707.033,3799.042,4184904700
41662,3801.749,3841.028,3795.475,3825.486,4070580200
41663,3817.078,3890.528,3811.137,3882.668,4579074800
41666,3867.566,3916.666,3854.866,3881.947,4263680500
41667,3882.006,3906.573,3847.029,3873.81,3194653300
41668,3878.314,3913.124,3878.314,3908.45,3300838100
41669,3900.013,3908.605,3877.57,3885.416,2854994000
41677,3864.891,3957.933,3854.982,3957.671,3403656600
41680,3972.857,4074.63,3972.857,4074.63,5775494900
41681,4081.544,4099.775,4031.951,4080.378,6187682100
41682,4083.819,4125.709,4064.346,4125.412,5903926600
41683,4123.215,4137.588,4064.423,4064.423,6105150000
41684,4063.791,4134.226,4060.092,4134.16,5063115800
41687,4152.041,4213.142,4152.041,4212.745,6246941700
41688,4216.606,4219.034,4188.069,4207.699,6391329600
41689,4206.02,4232.877,4180.914,4207.994,6121776100
41690,4211.696,4221.63,4139.199,4149.071,6256447800
41691,4142.3,4156.794,4085.817,4121.917,4801788300
41694,4102.559,4105.792,4043.506,4105.792,5123873300
41695,4109.494,4141.259,3937.174,3961.439,6566527100
41696,3941.118,3988.059,3883.963,3987.48,4885673600
41697,3992.716,4053.854,3932.311,3934.727,5451092300
41698,3926.772,3976.128,3874.722,3975.929,4660119900
41701,3975.536,4059.187,3969.299,4058.799,5129025700
41702,4045.201,4067.425,4016.027,4059.567,5365560900
41703,4064.963,4075.753,4031.916,4037.784,5314363100
41704,4030.651,4042.214,3980.279,4032.756,4818990300
41705,4032.138,4051.032,3992.94,4012.447,4568632000
41708,3981.513,3981.513,3856.103,3860.244,4966555400
41709,3848.17,3889.238,3826.928,3864.26,3993967800
41710,3857.577,3894.063,3803.732,3865.662,4122116000
41711,3865.916,3907.851,3861.706,3907.146,3706465800
41712,3891.196,3913.503,3860.317,3888.975,3514083300
41715,3889.904,3967.854,3889.904,3967.15,3928817100
41716,3970.664,4009.346,3968.889,3989.201,4427084200
41717,3979.246,3980.743,3944.091,3980.673,4266895800
41718,3973.15,4000.369,3876.428,3876.578,4986305600
41719,3857.823,3954.258,3828.92,3952.392,5236272100
41722,3954.054,3995.865,3944.692,3985.861,5420297800
41723,3977.878,4007.935,3967.621,3991.144,5366702600
41724,3997.174,4009.884,3987.192,4001.502,4627750200
41725,3994.817,3996.252,3943.792,3944.044,4945987200
41726,3935.198,3951.726,3855.478,3865.295,5345826500
41729,3865.004,3878,3815.739,3840.536,3833777800
41730,3836.502,3899.658,3835.227,3899.488,3465522000
41731,3901.19,3922.079,3891.554,3902.043,4398194300
41732,3902.067,3919.169,3880.404,3896.28,4234271200
41733,3888.729,3939.613,3881.964,3939.229,3820321800
41737,3927.506,3981.625,3918.976,3981.625,4261820800
41738,3987.425,4019.085,3987.425,4018.547,4368503500
41739,4022.048,4052.844,4012.659,4038.84,5117418100
41740,4021.964,4031.208,4001.797,4021.194,4324739300
41743,4019.505,4051.49,4018.736,4051.33,4157174200
41744,4050.333,4050.333,4015.089,4021.906,4545686800
41745,4010.358,4026.764,3992.496,4019.883,3810511500
41746,4025.377,4035.366,4012.71,4014.94,3871839000
41747,4006.875,4029.762,3995.549,4029.262,3473647900
41750,4004.614,4032.846,3962.286,3965.337,4025395100
41751,3957.22,3974.628,3889.777,3947.169,4193482000
41752,3942.498,3956.408,3913.175,3929.168,3074191200
41753,3924.454,3931.512,3884.591,3884.811,3234572000
41754,3879.448,3886.763,3797.471,3800.681,3600061900
41757,3785.957,3785.957,3679.958,3684.593,3667033000
41758,3678.621,3739.249,3678.007,3738.926,2829741800
41759,3734.799,3770.727,3728.411,3766.17,2659282800
41764,3761.23,3798.359,3746.193,3798.288,2861542100
41765,3795.36,3831.413,3790.505,3817.98,3060038400
41766,3806.838,3806.838,3747.785,3749.965,2936363100
41767,3740.254,3798.215,3733.75,3754.011,3051595300
